Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
Abilene Police Dept,TX,12,     118561,         383,           2,          66,          88,         227,       4803,       1084,       3504,         215,         323.0,           1.7,          55.7,          74.2,         191.5,       4051.1,         914.3,       2955.4,         181.3
Ada County Sheriff Department,ID,12,,         115,           1,          14,           9,          91,       1774,         481,       1198,          95,,,,,,,,,
Aiken County Sheriff Department,SC,12,,         377,           6,          33,          52,         286,       2665,         808,       1555,         302,,,,,,,,,
Akron City Police Dept,OH,12,     217464,       1087,          13,         126,         597,         351,      12372,       2806,       7964,       1602,         499.9,           6.0,          57.9,         274.5,         161.4,       5689.2,       1290.3,       3662.2,         736.7
Alachua County Sheriff Department,FL,12,,         874,           3,          61,         117,         693,       4394,       1334,       2779,         281,,,,,,,,,
Alameda County Sheriff Department,CA,12,,         495,           3,          40,         167,         285,       3043,         654,       1681,         708,,,,,,,,,
Albemarle County Police Department,VA,12,,         142,           2,          15,          20,         105,       1941,         338,       1533,          70,,,,,,,,,
Albuquerque Police Dept,NM,12,     451098,       5259,          34,         219,       1610,       3396,      34282,       6585,      23535,       4162,       1165.8,           7.5,          48.5,         356.9,         752.8,       7599.7,       1459.8,       5217.3,         922.6
Alexandria Police Dept,VA,12,     130262,         408,           3,          31,         165,         209,       5451,         579,       4152,         720,         313.2,           2.3,          23.8,         126.7,         160.4,       4184.6,         444.5,       3187.4,         552.7
Allentown City Police Dept,PA,12,     106685,         618,           8,          46,         295,         269,       4619,       1111,       3052,         456,         579.3,           7.5,          43.1,         276.5,         252.1,       4329.6,       1041.4,       2860.8,         427.4
Amarillo Police Dept,TX,12,     177567,       1404,          19,          98,         277,       1010,      12238,       2536,       8756,         946,         790.7,          10.7,          55.2,         156.0,         568.8,       6892.0,       1428.2,       4931.1,         532.8
Amherst Town Police Dept,NY,12,     111169,          84,           0,           3,          31,          50,       1926,         171,       1645,         110,          75.6,            .0,           2.7,          27.9,          45.0,       1732.5,         153.8,       1479.7,          98.9
Anaheim Police Dept,CA,12,     334110,       1316,           8,          91,         484,         733,       9909,       1798,       6328,       1783,         393.9,           2.4,          27.2,         144.9,         219.4,       2965.8,         538.1,       1894.0,         533.7
Anchorage Police Dept,AK,12,     263588,       1748,          10,         210,         384,       1144,      11466,       1606,       8648,       1212,         663.2,           3.8,          79.7,         145.7,         434.0,       4350.0,         609.3,       3280.9,         459.8
Anderson County Sheriff Department,SC,12,,         633,           6,          39,          80,         508,       4099,       1121,       2675,         303,,,,,,,,,
Ann Arbor Police Dept,MI,12,     114625,         352,           1,          25,         125,         201,       3528,         739,       2626,         163,         307.1,            .9,          21.8,         109.1,         175.4,       3077.9,         644.7,       2290.9,         142.2
Anne Arundel County Police Department,MD,12,,       3281,           7,         106,         580,       2588,      16113,       2862,      12140,       1111,,,,,,,,,
Antioch Police Dept,CA,12,      92214,         594,           8,          16,         147,         423,       2590,         556,       1414,         620,         644.2,           8.7,          17.4,         159.4,         458.7,       2808.7,         602.9,       1533.4,         672.3
Arlington Police Dept,TX,12,     340525,       2129,          15,         145,         687,       1282,      22422,       3552,      16345,       2525,         625.2,           4.4,          42.6,         201.7,         376.5,       6584.5,       1043.1,       4799.9,         741.5
Arlington County Police Department,VA,12,,         388,           3,          26,         197,         162,       5936,         490,       4835,         611,,,,,,,,,
Arvada Police Dept,CO,12,     104919,         191,           1,          23,          37,         130,       3594,         466,       2783,         345,         182.0,           1.0,          21.9,          35.3,         123.9,       3425.5,         444.2,       2652.5,         328.8
Athens-Clarke County Police Department,GA,12,     102843,         451,           8,          26,         156,         261,       6416,       1069,       4968,         379,         438.5,           7.8,          25.3,         151.7,         253.8,       6238.6,       1039.4,       4830.7,         368.5
Atlanta Police Dept,GA,12,     426511,      10808,         144,         367,       4341,       5956,      41387,       8731,      25721,       6935,       2534.0,          33.8,          86.0,       1017.8,       1396.4,       9703.6,       2047.1,       6030.6,       1626.0
Richmond,GA,12,,         798,          16,         151,         428,         203,      10319,       2095,       7239,         985,,,,,,,,,
Aurora Police Dept,CO,12,     283876,       1641,          17,         205,         487,         932,      15346,       1847,      10511,       2988,         578.1,           6.0,          72.2,         171.6,         328.3,       5405.9,         650.6,       3702.7,       1052.6
Aurora Police Dept,IL,12,     143715,,           8,,         256,         605,       5092,       1064,       3672,         356,,           5.6,,         178.1,         421.0,       3543.1,         740.4,       2555.1,         247.7
Austin Police Dept,TX,12,     671462,       3180,          26,         272,       1183,       1699,      40255,       7473,      29423,       3359,         473.6,           3.9,          40.5,         176.2,         253.0,       5995.1,       1112.9,       4381.9,         500.3
Bakersfield Police Dept,CA,12,     251648,         840,          22,          34,         324,         460,       9415,       2035,       6226,       1154,         333.8,           8.7,          13.5,         128.8,         182.8,       3741.3,         808.7,       2474.1,         458.6
Baltimore City Police Dept,MD,12,     660826,      14799,         256,         296,       5747,       8500,      48689,      10899,      29615,       8175,       2239.5,          38.7,          44.8,         869.7,       1286.3,       7367.9,       1649.3,       4481.5,       1237.1
Baltimore County Police Department,MD,11,,       5986,          25,         213,       1559,       4189,      27908,       5606,      19288,       3014,,,,,,,,,
Baton Rouge Police Dept,LA,12,     227637,       2547,          46,          62,       1071,       1368,      17602,       3716,      12128,       1758,       1118.9,          20.2,          27.2,         470.5,         601.0,       7732.5,       1632.4,       5327.8,         772.3
Beaufort County Sheriff Office,SC,8,,         385,           3,          19,          74,         289,       2504,         655,       1611,         238,,,,,,,,,
Beaumont Police Dept,TX,12,     116450,       1114,          10,         158,         361,         585,       7731,       1692,       5512,         527,         956.6,           8.6,         135.7,         310.0,         502.4,       6638.9,       1453.0,       4733.4,         452.6
