Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
Abilene Police Dept,TX,12,     116267,         648,           7,          88,         180,         373,       4500,       1206,       3061,         233,         557.3,           6.0,          75.7,         154.8,         320.8,       3870.4,       1037.3,       2632.7,         200.4
Ada County Sheriff Department,ID,12,,         172,           2,          24,          12,         134,       1085,         333,         703,          49,,,,,,,,,
Aiken County Sheriff Department,SC,12,,         437,           5,          53,         109,         270,       3449,       1100,       1924,         425,,,,,,,,,
Akron City Police Dept,OH,12,     206845,       1921,          16,         175,         807,         923,      10832,       3786,       6088,         958,         928.7,           7.7,          84.6,         390.1,         446.2,       5236.8,       1830.4,       2943.3,         463.1
Alachua County Sheriff Department,FL,12,,         878,           1,          46,         105,         726,       3389,       1175,       2010,         204,,,,,,,,,
Alameda County Sheriff Department,CA,12,,         728,           5,          24,         287,         412,       2829,         626,       1386,         817,,,,,,,,,
Albemarle County Police Department,VA,12,,         131,           4,          25,          38,          64,       1940,         238,       1599,         103,,,,,,,,,
Albuquerque Police Dept,NM,12,     527464,       4718,          38,         370,       1350,       2960,      31994,       6224,      21098,       4672,         894.5,           7.2,          70.1,         255.9,         561.2,       6065.6,       1180.0,       3999.9,         885.7
Alexandria Police Dept,VA,12,     140891,         326,           4,          30,         151,         141,       3400,         294,       2726,         380,         231.4,           2.8,          21.3,         107.2,         100.1,       2413.2,         208.7,       1934.8,         269.7
Allentown City Police Dept,PA,12,     107335,         805,          16,          33,         497,         259,       5653,       1423,       3738,         492,         750.0,          14.9,          30.7,         463.0,         241.3,       5266.7,       1325.8,       3482.6,         458.4
Amarillo Police Dept,TX,12,     187674,       1473,          13,         122,         323,       1015,      10306,       2419,       7148,         739,         784.9,           6.9,          65.0,         172.1,         540.8,       5491.4,       1288.9,       3808.7,         393.8
Amherst Town Police Dept,NY,12,     110351,         141,           0,           2,          45,          94,       2082,         206,       1819,          57,         127.8,            .0,           1.8,          40.8,          85.2,       1886.7,         186.7,       1648.4,          51.7
Anaheim Police Dept,CA,12,     333746,       1312,          11,          83,         573,         645,       8331,       1604,       5633,       1094,         393.1,           3.3,          24.9,         171.7,         193.3,       2496.2,         480.6,       1687.8,         327.8
Anchorage Police Dept,AK,12,     280068,       2647,          10,         263,         544,       1830,       9211,       1191,       7254,         766,         945.1,           3.6,          93.9,         194.2,         653.4,       3288.8,         425.3,       2590.1,         273.5
Anderson County Sheriff Department,SC,12,,         896,          13,          40,         122,         721,       6951,       2074,       4078,         799,,,,,,,,,
Ann Arbor Police Dept,MI,12,     115148,         305,           0,          32,          67,         206,       3136,         625,       2368,         143,         264.9,            .0,          27.8,          58.2,         178.9,       2723.5,         542.8,       2056.5,         124.2
