Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
Abilene Police Dept,TX,12,     108929,         870,          15,          64,         216,         575,       5581,       1808,       3534,         239,         798.7,          13.8,          58.8,         198.3,         527.9,       5123.5,       1659.8,       3244.3,         219.4
Ada County Sheriff Department,ID,12,,         103,           0,          14,           5,          84,       1466,         391,       1028,          47,,,,,,,,,
Aiken County Sheriff Department,SC,12,,         683,          15,          51,          63,         554,       3134,       1117,       1727,         290,,,,,,,,,
Akron City Police Dept,OH,12,     224907,       2826,          40,         223,         995,       1568,      15314,       3984,       9565,       1765,       1256.5,          17.8,          99.2,         442.4,         697.2,       6809.0,       1771.4,       4252.9,         784.8
Alameda County Sheriff Department,CA,12,,         484,           5,          32,         202,         245,       3950,       1109,       2334,         507,,,,,,,,,
Albemarle County Police Department,VA,12,,         109,           1,          16,          16,          76,       1800,         370,       1337,          93,,,,,,,,,
Albuquerque Police Dept,NM,12,     393148,       5591,          51,         261,       1307,       3972,      34842,      10348,      22024,       2470,       1422.1,          13.0,          66.4,         332.4,       1010.3,       8862.3,       2632.1,       5602.0,         628.3
Alexandria Police Dept,VA,12,     112955,         738,           7,          46,         410,         275,       7798,       1369,       5383,       1046,         653.4,           6.2,          40.7,         363.0,         243.5,       6903.6,       1212.0,       4765.6,         926.0
Allentown City Police Dept,PA,12,     105792,         391,           7,          14,         164,         206,       6246,       1371,       4436,         439,         369.6,           6.6,          13.2,         155.0,         194.7,       5904.0,       1295.9,       4193.1,         415.0
Amarillo Police Dept,TX,12,     160978,         906,          15,          80,         265,         546,      11862,       2354,       9020,         488,         562.8,           9.3,          49.7,         164.6,         339.2,       7368.7,       1462.3,       5603.3,         303.1
Amherst Town Police Dept,NY,12,     106525,         293,           1,          11,          69,         212,       3353,         436,       2621,         296,         275.1,            .9,          10.3,          64.8,         199.0,       3147.6,         409.3,       2460.5,         277.9
Anaheim Police Dept,CA,12,     271955,       1942,          25,         111,         983,         823,      17509,       4289,      10108,       3112,         714.1,           9.2,          40.8,         361.5,         302.6,       6438.2,       1577.1,       3716.8,       1144.3
Anchorage Police Dept,AK,12,     234571,       1669,          25,         264,         542,         838,      14017,       2489,       9967,       1561,         711.5,          10.7,         112.5,         231.1,         357.2,       5975.6,       1061.1,       4249.0,         665.5
Anderson County Sheriff Department,SC,12,,         606,           7,          28,          71,         500,       4022,       1345,       2354,         323,,,,,,,,,
Ann Arbor Police Dept,MI,12,     110449,         613,           2,          50,         148,         413,       6378,       1251,       4725,         402,         555.0,           1.8,          45.3,         134.0,         373.9,       5774.6,       1132.6,       4278.0,         364.0
Anne Arundel County Police Department,MD,12,,       1381,          10,          96,         473,         802,      16347,       3630,      10955,       1762,,,,,,,,,
Antioch Police Dept,CA,12,      63490,         573,           6,          23,         104,         440,       3834,         746,       2759,         329,         902.5,           9.5,          36.2,         163.8,         693.0,       6038.7,       1175.0,       4345.6,         518.2
Arlington Police Dept,TX,12,     267306,       2108,          26,         166,         700,       1216,      23233,       4778,      15076,       3379,         788.6,           9.7,          62.1,         261.9,         454.9,       8691.5,       1787.5,       5640.0,       1264.1
Arlington County Police Department,VA,12,     173660,         770,          11,          36,         363,         360,      11102,       1508,       8319,       1275,         443.4,           6.3,          20.7,         209.0,         207.3,       6393.0,         868.4,       4790.4,         734.2
Arvada Police Dept,CO,12,      91379,         348,           0,          16,          26,         306,       3426,         627,       2631,         168,         380.8,            .0,          17.5,          28.5,         334.9,       3749.2,         686.2,       2879.2,         183.8
Athens-Clarke County Police Department,GA,12,      46756,         606,           7,          37,         247,         315,       5430,       1711,       3178,         541,       1296.1,          15.0,          79.1,         528.3,         673.7,      11613.5,       3659.4,       6797.0,       1157.1
Atlanta Police Dept,GA,12,     403085,      16289,         205,         638,       6479,       8967,      60109,      13861,      35237,      11011,       4041.1,          50.9,         158.3,       1607.4,       2224.6,      14912.2,       3438.7,       8741.8,       2731.7
Aurora Police Dept,CO,12,     227670,       3746,          11,         184,         564,       2987,      15905,       3261,      11374,       1270,       1645.4,           4.8,          80.8,         247.7,       1312.0,       6986.0,       1432.3,       4995.8,         557.8
Aurora Police Dept,IL,12,      99990,,          13,,         301,         514,       6173,       1687,       4080,         406,,          13.0,,         301.0,         514.1,       6173.6,       1687.2,       4080.4,         406.0
Austin Police Dept,TX,12,     475558,       2968,          49,         276,       1555,       1088,      50747,      11591,      34417,       4739,         624.1,          10.3,          58.0,         327.0,         228.8,      10671.0,       2437.3,       7237.2,         996.5
Alachua County Sheriff Department,FL,12,,         692,           8,          52,         160,         472,       5525,       1689,       3529,         307,,,,,,,,,
Bakersfield Police Dept,CA,12,     178461,       1710,          20,          71,         615,       1004,      12459,       3376,       7887,       1196,         958.2,          11.2,          39.8,         344.6,         562.6,       6981.4,       1891.7,       4419.5,         670.2
Baltimore City Police Dept,MD,12,     748099,      19032,         304,         701,      10770,       7257,      66036,      16230,      39213,      10593,       2544.0,          40.6,          93.7,       1439.6,         970.1,       8827.2,       2169.5,       5241.7,       1416.0
Baltimore County Police Department,MD,12,,       7618,          25,         271,       2139,       5183,      37964,       8150,      23962,       5852,,,,,,,,,
Baton Rouge Police Dept,LA,12,     235453,       5452,          58,         142,       1139,       4113,      25434,       6390,      16026,       3018,       2315.5,          24.6,          60.3,         483.7,       1746.8,      10802.2,       2713.9,       6806.5,       1281.8
Beaufort County Sheriff Office,SC,12,,         634,           3,          55,          69,         507,       4714,       1320,       3187,         207,,,,,,,,,
Beaumont Police Dept,TX,12,     116762,       1946,          15,          94,         691,       1146,      11201,       3580,       6528,       1093,       1666.6,          12.8,          80.5,         591.8,         981.5,       9593.0,       3066.1,       5590.9,         936.1
Bellevue Police Dept,WA,12,      89574,         196,           2,          26,          50,         118,       4800,         687,       3832,         281,         218.8,           2.2,          29.0,          55.8,         131.7,       5358.7,         767.0,       4278.0,         313.7
Berkeley Police Dept,CA,12,     104863,       1551,          14,          40,         663,         834,      11636,       2663,       7594,       1379,       1479.1,          13.4,          38.1,         632.3,         795.3,      11096.4,       2539.5,       7241.8,       1315.0
Berkeley County Sheriff Office,SC,12,,         431,           4,          51,          50,         326,       3651,       1204,       2181,         266,,,,,,,,,
Bexar County Sheriff Office,TX,12,,         768,          14,          46,          95,         613,       7719,       2639,       4167,         913,,,,,,,,,
Billings Police Dept,MT,12,      82106,          81,           3,           8,          35,          35,       3382,         573,       2582,         227,          98.7,           3.7,           9.7,          42.6,          42.6,       4119.1,         697.9,       3144.7,         276.5
Birmingham Police Dept,AL,12,     269313,       6908,         139,         279,       1861,       4629,      26987,       7894,      14869,       4224,       2565.0,          51.6,         103.6,         691.0,       1718.8,      10020.7,       2931.2,       5521.1,       1568.4
Boise Police Dept,ID,12,     129819,         455,           3,          61,          46,         345,       6761,       1211,       5212,         338,         350.5,           2.3,          47.0,          35.4,         265.8,       5208.0,         932.8,       4014.8,         260.4
Boston Police Dept,MA,12,     572454,      11829,         113,         486,       4784,       6446,      50210,      10029,      26726,      13455,       2066.4,          19.7,          84.9,         835.7,       1126.0,       8771.0,       1751.9,       4668.7,       2350.4
Boulder Police Dept,CO,12,      85400,         190,           1,          13,          40,         136,       6463,         918,       5309,         236,         222.5,           1.2,          15.2,          46.8,         159.3,       7567.9,       1074.9,       6216.6,         276.3
Brazoria County Sheriff Department,TX,12,,         194,           5,          26,          26,         137,       1548,         562,         822,         164,,,,,,,,,
Bridgeport Police Dept,CT,12,     141912,       2860,          51,          82,       1734,         993,      14528,       3954,       4691,       5883,       2015.3,          35.9,          57.8,       1221.9,         699.7,      10237.3,       2786.2,       3305.6,       4145.5
Broken Arrow Police Dept,OK,12,      58585,          94,           0,           8,          14,          72,       2170,         422,       1574,         174,         160.5,            .0,          13.7,          23.9,         122.9,       3704.0,         720.3,       2686.7,         297.0
Brownsville Police Dept,TX,12,      99990,         822,          18,          31,         224,         549,       8994,       2428,       5590,         976,         822.1,          18.0,          31.0,         224.0,         549.1,       8994.9,       2428.2,       5590.6,         976.1
Buffalo Police Dept,NY,12,     329353,       6042,          50,         319,       2705,       2968,      25428,       8462,      12527,       4439,       1834.5,          15.2,          96.9,         821.3,         901.2,       7720.6,       2569.3,       3803.5,       1347.8
Buncombe County Sheriff Department,NC,12,,         148,           5,          16,          18,         109,       2496,       1030,       1256,         210,,,,,,,,,
Burbank Police Dept,CA,12,      95593,         531,           6,          21,         218,         286,       4125,         717,       2301,       1107,         555.5,           6.3,          22.0,         228.1,         299.2,       4315.2,         750.1,       2407.1,       1158.0
Brevard County Sheriff Department,FL,12,,         813,           4,          45,         140,         624,       7735,       1989,       5243,         503,,,,,,,,,
Cambridge Police Dept,MA,12,      95477,       1006,           5,          40,         397,         564,       5324,       1093,       3222,       1009,       1053.7,           5.2,          41.9,         415.8,         590.7,       5576.2,       1144.8,       3374.6,       1056.8
Cameron County Sheriff Department,TX,12,,         187,          14,           5,          26,         142,       1884,       1322,         507,          55,,,,,,,,,
Carslbad Police Dept,CA,12,      64440,         402,           6,          22,         102,         272,       3295,         833,       1927,         535,         623.8,           9.3,          34.1,         158.3,         422.1,       5113.3,       1292.7,       2990.4,         830.2
Carrollton Police Dept,TX,12,      83921,         241,           5,          33,          85,         118,       5401,       1249,       3574,         578,         287.2,           6.0,          39.3,         101.3,         140.6,       6435.8,       1488.3,       4258.8,         688.7
