Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
Abilene Police Dept,TX,12,     110306,         548,           5,          52,         129,         362,       5025,       1246,       3561,         218,         496.8,           4.5,          47.1,         116.9,         328.2,       4555.5,       1129.6,       3228.3,         197.6
Ada County Sheriff Department,ID,12,,         126,           3,           9,          11,         103,       1866,         438,       1329,          99,,,,,,,,,
Aiken County Sheriff Department,SC,12,,         563,          10,          38,          77,         438,       2940,         941,       1596,         403,,,,,,,,,
Alachua County Sheriff Department,FL,12,,       1059,           2,         101,         117,         839,       6222,       1835,       3924,         463,,,,,,,,,
Alameda County Sheriff Department,CA,12,,         527,           6,          26,         189,         306,       3451,         842,       1905,         704,,,,,,,,,
Albemarle County Police Department,VA,12,,         132,           0,          18,          10,         104,       1837,         286,       1487,          64,,,,,,,,,
Albuquerque Police Dept,NM,12,     422417,       5563,          37,         219,       1693,       3614,      40085,       8037,      25709,       6339,       1316.9,           8.8,          51.8,         400.8,         855.6,       9489.4,       1902.6,       6086.2,       1500.6
Alexandria Police Dept,VA,12,     117390,         489,           7,          39,         202,         241,       5571,         790,       4038,         743,         416.6,           6.0,          33.2,         172.1,         205.3,       4745.7,         673.0,       3439.8,         632.9
Allentown City Police Dept,PA,12,     102297,         677,          15,          43,         385,         234,       5345,       1387,       3406,         552,         661.8,          14.7,          42.0,         376.4,         228.7,       5225.0,       1355.9,       3329.5,         539.6
Amarillo Police Dept,TX,12,     173838,       1265,          12,          66,         245,         942,      12015,       1963,       9326,         726,         727.7,           6.9,          38.0,         140.9,         541.9,       6911.6,       1129.2,       5364.8,         417.6
Amherst Town Police Dept,NY,12,     106493,          91,           2,           2,          43,          44,       2020,         183,       1717,         120,          85.5,           1.9,           1.9,          40.4,          41.3,       1896.8,         171.8,       1612.3,         112.7
Anaheim Police Dept,CA,12,     298630,       1518,          18,          73,         550,         877,       8920,       2085,       5208,       1627,         508.3,           6.0,          24.4,         184.2,         293.7,       2987.0,         698.2,       1744.0,         544.8
Anchorage Police Dept,AK,12,     254250,       1632,          19,         184,         373,       1056,      11732,       1617,       8834,       1281,         641.9,           7.5,          72.4,         146.7,         415.3,       4614.4,         636.0,       3474.5,         503.8
Anderson County Sheriff Department,SC,12,,         689,           6,          22,          93,         568,       3874,       1145,       2387,         342,,,,,,,,,
Ann Arbor Police Dept,MI,12,     110635,         466,           2,          41,         115,         308,       3906,         845,       2848,         213,         421.2,           1.8,          37.1,         103.9,         278.4,       3530.5,         763.8,       2574.2,         192.5
Anne Arundel County Police Department,MD,12,,       1923,           6,          96,         481,       1340,      15910,       3023,      11519,       1368,,,,,,,,,
Antioch Police Dept,CA,12,      78773,         607,           6,          20,         157,         424,       2686,         703,       1391,         592,         770.6,           7.6,          25.4,         199.3,         538.3,       3409.8,         892.4,       1765.8,         751.5
Arlington Police Dept,TX,12,     305948,       1859,          13,         138,         506,       1202,      17661,       2974,      12703,       1984,         607.6,           4.2,          45.1,         165.4,         392.9,       5772.5,         972.1,       4152.0,         648.5
Arlington County Police Department,VA,12,,         439,           8,          19,         206,         206,       7167,         534,       5728,         905,,,,,,,,,
Arvada Police Dept,CO,12,      99538,          71,           2,          17,          43,           9,       3794,         531,       2997,         266,          71.3,           2.0,          17.1,          43.2,           9.0,       3811.6,         533.5,       3010.9,         267.2
