Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
Abilene Police Dept,TX,12,     117063,         578,           4,          68,         112,         394,       4897,       1340,       3375,         182,         493.8,           3.4,          58.1,          95.7,         336.6,       4183.2,       1144.7,       2883.1,         155.5
Ada County Sheriff Department,ID,12,,         120,           1,          17,           4,          98,         977,         247,         697,          33,,,,,,,,,
Aiken County Sheriff Department,SC,12,,         380,           5,          43,          63,         269,       3576,       1429,       1827,         320,,,,,,,,,
Akron City Police Dept,OH,12,     199110,       1675,          23,         164,         602,         886,      10947,       4262,       5933,         752,         841.2,          11.6,          82.4,         302.3,         445.0,       5498.0,       2140.5,       2979.8,         377.7
Alachua County Sheriff Department,FL,12,,         596,           8,          37,          76,         475,       2788,         937,       1719,         132,,,,,,,,,
Alameda County Sheriff Department,CA,12,,         698,           8,          18,         235,         437,       2212,         622,       1041,         549,,,,,,,,,
Albemarle County Police Department,VA,12,,         125,           1,          28,          21,          75,       1815,         296,       1442,          77,,,,,,,,,
Albuquerque Police Dept,NM,12,     545852,       4291,          42,         338,         940,       2971,      26372,       5465,      18134,       2773,         786.1,           7.7,          61.9,         172.2,         544.3,       4831.3,       1001.2,       3322.1,         508.0
Alexandria Police Dept,VA,12,     139966,         272,           2,          22,         125,         123,       3263,         317,       2658,         288,         194.3,           1.4,          15.7,          89.3,          87.9,       2331.3,         226.5,       1899.0,         205.8
Allentown City Police Dept,PA,12,     118032,         732,           9,          67,         460,         196,       5089,       1327,       3345,         417,         620.2,           7.6,          56.8,         389.7,         166.1,       4311.5,       1124.3,       2834.0,         353.3
Amarillo Police Dept,TX,12,     190695,       1200,          10,         102,         238,         850,      11091,       2594,       7849,         648,         629.3,           5.2,          53.5,         124.8,         445.7,       5816.1,       1360.3,       4116.0,         339.8
Amherst Town Police Dept,NY,12,     117084,         119,           2,           8,          33,          76,       2066,         218,       1801,          47,         101.6,           1.7,           6.8,          28.2,          64.9,       1764.5,         186.2,       1538.2,          40.1
Anaheim Police Dept,CA,12,     336265,       1161,           7,          88,         492,         574,       8473,       1594,       5869,       1010,         345.3,           2.1,          26.2,         146.3,         170.7,       2519.7,         474.0,       1745.3,         300.4
Anchorage Police Dept,AK,12,     291826,       2432,          13,         264,         454,       1701,      10214,       1223,       8178,         813,         833.4,           4.5,          90.5,         155.6,         582.9,       3500.0,         419.1,       2802.4,         278.6
Anderson County Sheriff Department,SC,12,,         806,           3,          49,         103,         651,       6285,       1832,       3933,         520,,,,,,,,,
Ann Arbor Police Dept,MI,12,     113934,         286,           0,          44,          76,         166,       2944,         525,       2290,         129,         251.0,            .0,          38.6,          66.7,         145.7,       2584.0,         460.8,       2009.9,         113.2
Anne Arundel County Police Department,MD,12,,       2693,          14,         106,         570,       2003,      14682,       2662,      10901,       1119,,,,,,,,,
Antioch Police Dept,CA,12,     102372,         864,          13,          32,         313,         506,       3096,       1087,       1049,         960,         844.0,          12.7,          31.3,         305.7,         494.3,       3024.3,       1061.8,       1024.7,         937.8
Arlington Police Dept,TX,12,     365438,       1925,          16,         119,         532,       1258,      19350,       4763,      13342,       1245,         526.8,           4.4,          32.6,         145.6,         344.2,       5295.0,       1303.4,       3651.0,         340.7
Arlington County Police Department,VA,12,,         325,           1,          25,         141,         158,       4410,         303,       3902,         205,,,,,,,,,
Arvada Police Dept,CO,12,     106433,         136,           1,          30,          28,          77,       2719,         387,       2125,         207,         127.8,            .9,          28.2,          26.3,          72.3,       2554.7,         363.6,       1996.6,         194.5
Athens-Clarke County Police Department,GA,12,     115592,         371,           5,          28,         111,         227,       4933,       1334,       3301,         298,         321.0,           4.3,          24.2,          96.0,         196.4,       4267.6,       1154.1,       2855.7,         257.8
Atlanta Police Dept,GA,12,     420003,       5749,          93,          89,       2162,       3405,      30800,       8016,      17741,       5043,       1368.8,          22.1,          21.2,         514.8,         810.7,       7333.3,       1908.6,       4224.0,       1200.7
Richmond,GA,12,,       1084,          36,         127,         648,         273,      14303,       4222,       8530,       1551,,,,,,,,,
Aurora Police Dept,CO,12,     325078,       1449,          24,         181,         507,         737,      10056,       2291,       6875,         890,         445.7,           7.4,          55.7,         156.0,         226.7,       3093.4,         704.8,       2114.9,         273.8
Aurora Police Dept,IL,12,     197899,         634,           4,          64,         113,         453,       3767,         820,       2809,         138,         320.4,           2.0,          32.3,          57.1,         228.9,       1903.5,         414.4,       1419.4,          69.7
Austin Police Dept,TX,12,     790390,       3790,          38,         265,       1231,       2256,      45826,       8749,      34827,       2250,         479.5,           4.8,          33.5,         155.7,         285.4,       5797.9,       1106.9,       4406.3,         284.7
Bakersfield Police Dept,CA,12,     347483,       2104,          33,          34,         641,       1396,      15197,       4235,       8507,       2455,         605.5,           9.5,           9.8,         184.5,         401.7,       4373.5,       1218.8,       2448.2,         706.5
Baltimore City Police Dept,MD,12,     620961,       9316,         223,         265,       3336,       5492,      28280,       7573,      16298,       4409,       1500.3,          35.9,          42.7,         537.2,         884.4,       4554.2,       1219.6,       2624.6,         710.0
Baltimore County Police Department,MD,12,,       4305,          20,         126,       1335,       2824,      23765,       4089,      17817,       1859,,,,,,,,,
Baton Rouge Police Dept,LA,12,     229493,       2534,          69,          51,         948,       1466,      12465,       3963,       7812,         690,       1104.2,          30.1,          22.2,         413.1,         638.8,       5431.5,       1726.9,       3404.0,         300.7
Beaufort County Sheriff Office,SC,12,,         718,           4,          17,          96,         601,       3937,       1122,       2597,         218,,,,,,,,,
Beaumont Police Dept,TX,12,     118296,         900,          10,          65,         312,         513,       5941,       1611,       4041,         289,         760.8,           8.5,          54.9,         263.7,         433.7,       5022.1,       1361.8,       3416.0,         244.3
Bellevue Police Dept,WA,12,     122363,         138,           0,          10,          59,          69,       3769,         657,       2905,         207,         112.8,            .0,           8.2,          48.2,          56.4,       3080.2,         536.9,       2374.1,         169.2
Berkeley Police Dept,CA,12,     112580,         533,           5,          23,         365,         140,       5943,       1088,       4240,         615,         473.4,           4.4,          20.4,         324.2,         124.4,       5278.9,         966.4,       3766.2,         546.3
Berkeley County Sheriff Office,SC,12,,         543,           3,          35,          90,         415,       3425,         978,       2079,         368,,,,,,,,,
Bernalillo County Sheriff Department,NM,12,,         795,           7,          29,         109,         650,       2471,         902,       1338,         231,,,,,,,,,
Bexar County Sheriff Office,TX,12,,         546,          11,          73,         110,         352,       6999,       2151,       4417,         431,,,,,,,,,
Billings Police Dept,MT,12,     104170,         283,           2,          25,          42,         214,       5023,         848,       3813,         362,         271.7,           1.9,          24.0,          40.3,         205.4,       4821.9,         814.1,       3660.4,         347.5
Birmingham Police Dept,AL,6,     212237,       1343,          20,          81,         416,         826,       8637,       2608,       5299,         730,,,,,,,,,
Boise Police Dept,ID,12,     205671,         544,           3,          93,          58,         390,       5740,         892,       4688,         160,         264.5,           1.5,          45.2,          28.2,         189.6,       2790.9,         433.7,       2279.4,          77.8
Boston Police Dept,MA,12,     617594,       5819,          73,         256,       1926,       3564,      20628,       3587,      15004,       2037,         942.2,          11.8,          41.5,         311.9,         577.1,       3340.1,         580.8,       2429.4,         329.8
Boulder Police Dept,CO,12,      97385,         210,           4,          33,          29,         144,       2722,         477,       2155,          90,         215.6,           4.1,          33.9,          29.8,         147.9,       2795.1,         489.8,       2212.9,          92.4
Brazoria County Sheriff Department,TX,12,,         133,           0,          26,          31,          76,       1514,         573,         836,         105,,,,,,,,,
Brevard County Sheriff Department,FL,12,,         926,           4,          72,         125,         725,       5348,       1311,       3816,         221,,,,,,,,,
Bridgeport Police Dept,CT,12,     144229,       1412,          22,          57,         561,         772,       4683,       1448,       2377,         858,         979.0,          15.3,          39.5,         389.0,         535.3,       3246.9,       1004.0,       1648.1,         594.9
Broken Arrow Police Dept,OK,12,      98850,         143,           2,          31,          28,          82,       2037,         353,       1560,         124,         144.7,           2.0,          31.4,          28.3,          83.0,       2060.7,         357.1,       1578.1,         125.4
Brownsville Police Dept,TX,12,     175023,         563,           7,          31,         165,         360,       9316,       1286,       7784,         246,         321.7,           4.0,          17.7,          94.3,         205.7,       5322.7,         734.8,       4447.4,         140.6
Buffalo Police Dept,NY,12,     261310,       3599,          55,         157,       1466,       1921,      14753,       4296,       9027,       1430,       1377.3,          21.0,          60.1,         561.0,         735.1,       5645.8,       1644.0,       3454.5,         547.2
Buncombe County Sheriff Department,NC,12,,         149,           3,          12,          33,         101,       1940,         831,         949,         160,,,,,,,,,
Burbank Police Dept,CA,12,     103340,         221,           0,          13,          98,         110,       2687,         478,       1933,         276,         213.9,            .0,          12.6,          94.8,         106.4,       2600.2,         462.6,       1870.5,         267.1
