Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
1960,     606921,          81,           8,          25,          18,          30,       4105,       1108,       2646,         351,          13.3,           1.3,           4.1,           3.0,           4.9,         676.4,         182.6,         436.0,          57.8 
1961,     621000,          89,           4,          19,          21,          45,       4912,       1573,       2884,         455,          14.3,            .6,           3.1,           3.4,           7.2,         791.0,         253.3,         464.4,          73.3 
1962,     632000,         178,          15,          22,          22,         119,       6140,       1781,       3821,         538,          28.2,           2.4,           3.5,           3.5,          18.8,         971.5,         281.8,         604.6,          85.1 
1963,     627000,         164,          20,          30,          43,          71,       5676,       1751,       3354,         571,          26.2,           3.2,           4.8,           6.9,          11.3,         905.3,         279.3,         534.9,          91.1 
1964,     654000,         149,           6,          25,          43,          75,       6173,       1827,       3797,         549,          22.8,            .9,           3.8,           6.6,          11.5,         943.9,         279.4,         580.6,          83.9 
1965,     669000,         156,          18,          14,          46,          78,       6880,       2117,       4176,         587,          23.3,           2.7,           2.1,           6.9,          11.7,       1028.4,         316.4,         624.2,          87.7 
1966,     681000,         259,          13,          30,          70,         146,       7491,       2382,       4411,         698,          38.0,           1.9,           4.4,          10.3,          21.4,       1100.0,         349.8,         647.7,         102.5 
1967,     686000,         218,          14,          23,          42,         139,       7455,       2350,       4338,         767,          31.8,           2.0,           3.4,           6.1,          20.3,       1086.7,         342.6,         632.4,         111.8 
1968,     702000,         279,          10,          19,          72,         178,       8832,       2605,       5235,         992,          39.7,           1.4,           2.7,          10.3,          25.4,       1258.1,         371.1,         745.7,         141.3 
1969,     717000,         325,          18,          29,          75,         203,      10506,       3322,       6157,       1027,          45.3,           2.5,           4.0,          10.5,          28.3,       1465.3,         463.3,         858.7,         143.2 
