Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
Abilene Police Dept,TX,12,     111317,         355,           8,          36,          96,         215,       6156,       1623,       4116,         417,         318.9,           7.2,          32.3,          86.2,         193.1,       5530.2,       1458.0,       3697.5,         374.6
Ada County Sheriff Department,ID,12,,         111,           3,           8,          10,          90,       1797,         533,       1190,          74,,,,,,,,,
Aiken County Sheriff Department,SC,12,,         612,          10,          32,          49,         521,       2218,         946,       1117,         155,,,,,,,,,
Akron City Police Dept,OH,12,     226704,       1873,          17,         158,         511,       1187,      13261,       3197,       9126,         938,         826.2,           7.5,          69.7,         225.4,         523.6,       5849.5,       1410.2,       4025.5,         413.8
Alameda County Sheriff Department,CA,12,,         427,           3,          27,         166,         231,       3964,       1483,       2128,         353,,,,,,,,,
Albemarle County Police Department,VA,12,,         104,           5,           5,          10,          84,       1406,         215,       1107,          84,,,,,,,,,
Albuquerque Police Dept,NM,12,     357051,       4105,          42,         238,       1247,       2578,      29053,       9186,      17935,       1932,       1149.7,          11.8,          66.7,         349.2,         722.0,       8136.9,       2572.7,       5023.1,         541.1
Alexandria Police Dept,VA,12,     108346,         802,           7,          52,         425,         318,       6868,       1456,       4744,         668,         740.2,           6.5,          48.0,         392.3,         293.5,       6339.0,       1343.8,       4378.6,         616.5
Allentown City Police Dept,PA,12,     103483,         396,           4,          47,         191,         154,       5189,       1378,       3546,         265,         382.7,           3.9,          45.4,         184.6,         148.8,       5014.4,       1331.6,       3426.6,         256.1
Amarillo Police Dept,TX,12,     166747,         759,          17,          59,         162,         521,      10084,       2689,       6864,         531,         455.2,          10.2,          35.4,          97.2,         312.4,       6047.5,       1612.6,       4116.4,         318.4
Amherst Town Police Dept,NY,12,     108570,         229,           1,           3,          42,         183,       2651,         485,       1911,         255,         210.9,            .9,           2.8,          38.7,         168.6,       2441.7,         446.7,       1760.2,         234.9
Anaheim Police Dept,CA,12,     240283,       1162,          16,         107,         601,         438,      16409,       5160,       9543,       1706,         483.6,           6.7,          44.5,         250.1,         182.3,       6829.0,       2147.5,       3971.6,         710.0
Anchorage Police Dept,AK,12,     229579,       1184,          14,         193,         371,         606,      13438,       2892,       9154,       1392,         515.7,           6.1,          84.1,         161.6,         264.0,       5853.3,       1259.7,       3987.3,         606.3
Anderson County Sheriff Department,SC,12,,         345,           4,          32,          38,         271,       3696,       1373,       2088,         235,,,,,,,,,
Ann Arbor Police Dept,MI,12,     107832,         635,           4,          37,         143,         451,       8558,       1562,       6497,         499,         588.9,           3.7,          34.3,         132.6,         418.2,       7936.4,       1448.5,       6025.1,         462.8
Anne Arundel County Police Department,MD,12,,       1012,          15,          81,         268,         648,      11699,       3722,       7134,         843,,,,,,,,,
Antioch Police Dept,CA,12,      48520,         191,           5,          16,          65,         105,       2837,         802,       1849,         186,         393.7,          10.3,          33.0,         134.0,         216.4,       5847.1,       1652.9,       3810.8,         383.3
Arlington Police Dept,TX,12,     218931,       1110,          18,         105,         299,         688,      18524,       3502,      13280,       1742,         507.0,           8.2,          48.0,         136.6,         314.3,       8461.1,       1599.6,       6065.8,         795.7
Arlington County Police Department,VA,12,     156140,         761,           7,          50,         338,         366,       7020,       1460,       4915,         645,         487.4,           4.5,          32.0,         216.5,         234.4,       4496.0,         935.1,       3147.8,         413.1
Arvada Police Dept,CO,12,      93271,         268,           2,          16,          52,         198,       3386,       1104,       2092,         190,         287.3,           2.1,          17.2,          55.8,         212.3,       3630.3,       1183.6,       2242.9,         203.7
Athens-Clarke County Police Department,GA,12,      45398,         333,           1,          24,          61,         247,       2696,         709,       1852,         135,         733.5,           2.2,          52.9,         134.4,         544.1,       5938.6,       1561.7,       4079.5,         297.4
Atlanta Police Dept,GA,12,     436214,      11610,         145,         683,       4792,       5990,      45895,      12192,      29372,       4331,       2661.5,          33.2,         156.6,       1098.5,       1373.2,      10521.2,       2795.0,       6733.4,         992.9
Aurora Police Dept,CO,12,     198033,       2250,          10,          89,         434,       1717,      14656,       3961,       9737,         958,       1136.2,           5.0,          44.9,         219.2,         867.0,       7400.8,       2000.2,       4916.9,         483.8
Aurora Police Dept,IL,12,      82494,,           4,,         169,         324,       4695,       1404,       3061,         230,,           4.8,,         204.9,         392.8,       5691.3,       1701.9,       3710.6,         278.8
Austin Police Dept,TX,12,     406469,       2363,          52,         489,       1076,         746,      36681,      10261,      24308,       2112,         581.3,          12.8,         120.3,         264.7,         183.5,       9024.3,       2524.4,       5980.3,         519.6
Alachua County Sheriff Department,FL,12,,         491,          14,          44,          61,         372,       3513,       1354,       1983,         176,,,,,,,,,
Bakersfield Police Dept,CA,12,     133983,       1202,          17,          69,         599,         517,      11719,       3856,       7022,         841,         897.1,          12.7,          51.5,         447.1,         385.9,       8746.6,       2878.0,       5241.0,         627.7
Baltimore City Police Dept,MD,12,     771097,      15498,         213,         592,       7771,       6922,      50623,      13872,      30732,       6019,       2009.9,          27.6,          76.8,       1007.8,         897.7,       6565.1,       1799.0,       3985.5,         780.6
Baltimore County Police Department,MD,12,,       6775,          24,         179,       1081,       5491,      31652,       8425,      20218,       3009,,,,,,,,,
