Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
Abilene Police Dept,TX,12,     118009,         554,           5,          67,         107,         375,       5045,       1282,       3460,         303,         469.5,           4.2,          56.8,          90.7,         317.8,       4275.1,       1086.4,       2932.0,         256.8
Ada County Sheriff Department,ID,12,,          81,           0,          16,           4,          61,         851,         222,         570,          59,,,,,,,,,
Aiken County Sheriff Department,SC,12,,         371,           7,          49,          73,         242,       3116,         915,       1842,         359,,,,,,,,,
Akron City Police Dept,OH,12,     211052,       1345,          27,         163,         714,         441,      10579,       3277,       5917,       1385,         637.3,          12.8,          77.2,         338.3,         209.0,       5012.5,       1552.7,       2803.6,         656.2
Alachua County Sheriff Department,FL,12,,       1048,           5,          81,         116,         846,       3868,       1163,       2457,         248,,,,,,,,,
Alameda County Sheriff Department,CA,12,,         545,           3,          25,         280,         237,       3152,         635,       1510,       1007,,,,,,,,,
Albemarle County Police Department,VA,12,,         146,           1,          29,          42,          74,       2207,         354,       1741,         112,,,,,,,,,
Albuquerque Police Dept,NM,12,     500955,       4550,          34,         286,       1171,       3059,      31757,       6352,      19890,       5515,         908.3,           6.8,          57.1,         233.8,         610.6,       6339.3,       1268.0,       3970.4,       1100.9
Alexandria Police Dept,VA,12,     136686,         449,           7,          27,         206,         209,       3211,         383,       2453,         375,         328.5,           5.1,          19.8,         150.7,         152.9,       2349.2,         280.2,       1794.6,         274.4
Allentown City Police Dept,PA,12,     107087,       1081,          16,          42,         684,         339,       6059,       1433,       4131,         495,       1009.5,          14.9,          39.2,         638.7,         316.6,       5658.0,       1338.2,       3857.6,         462.2
Amarillo Police Dept,TX,12,     188208,       1622,           5,          97,         401,       1119,      11073,       2411,       7616,       1046,         861.8,           2.7,          51.5,         213.1,         594.6,       5883.4,       1281.0,       4046.6,         555.8
Amherst Town Police Dept,NY,12,     112284,         122,           2,          11,          31,          78,       1882,         277,       1571,          34,         108.7,           1.8,           9.8,          27.6,          69.5,       1676.1,         246.7,       1399.1,          30.3
Anaheim Police Dept,CA,12,     334792,       1524,          10,         107,         584,         823,       8817,       1886,       5277,       1654,         455.2,           3.0,          32.0,         174.4,         245.8,       2633.6,         563.3,       1576.2,         494.0
Anchorage Police Dept,AK,12,     277692,       2592,          17,         248,         465,       1862,      11721,       1733,       8543,       1445,         933.4,           6.1,          89.3,         167.5,         670.5,       4220.9,         624.1,       3076.4,         520.4
Anderson County Sheriff Department,SC,12,,         803,          13,          66,         109,         615,       5904,       1489,       3820,         595,,,,,,,,,
Ann Arbor Police Dept,MI,12,     112989,         348,           0,          34,          85,         229,       2927,         632,       2123,         172,         308.0,            .0,          30.1,          75.2,         202.7,       2590.5,         559.3,       1878.9,         152.2
Anne Arundel County Police Department,MD,12,,       2634,          16,          97,         709,       1812,      15245,       2906,      10892,       1447,,,,,,,,,
Antioch Police Dept,CA,12,     101537,         657,          10,          35,         285,         327,       2844,         840,       1124,         880,         647.1,           9.8,          34.5,         280.7,         322.1,       2800.9,         827.3,       1107.0,         866.7
Arlington Police Dept,TX,12,     373086,       2728,          14,         192,         890,       1632,      19666,       4042,      13905,       1719,         731.2,           3.8,          51.5,         238.6,         437.4,       5271.2,       1083.4,       3727.0,         460.8
Arlington County Police Department,VA,12,,         405,           4,          43,         165,         193,       3983,         355,       3290,         338,,,,,,,,,
Arvada Police Dept,CO,12,     105932,         193,           0,          31,          42,         120,       3204,         540,       2304,         360,         182.2,            .0,          29.3,          39.6,         113.3,       3024.6,         509.8,       2175.0,         339.8
Athens-Clarke County Police Department,GA,12,     106700,         373,           5,          53,         125,         190,       5634,       1116,       4154,         364,         349.6,           4.7,          49.7,         117.2,         178.1,       5280.2,       1045.9,       3893.2,         341.1
Atlanta Police Dept,GA,12,     485804,       7548,         110,         171,       2959,       4308,      32231,       7401,      18952,       5878,       1553.7,          22.6,          35.2,         609.1,         886.8,       6634.6,       1523.5,       3901.2,       1210.0
Richmond,GA,12,,       1036,          18,         139,         619,         260,      13755,       2844,       9075,       1836,,,,,,,,,
Aurora Police Dept,CO,12,     302855,       1857,          18,         217,         600,       1022,      12799,       2469,       8291,       2039,         613.2,           5.9,          71.7,         198.1,         337.5,       4226.1,         815.2,       2737.6,         673.3
Aurora Police Dept,IL,12,     169085,,           4,,         178,         531,       4936,         917,       3734,         285,,           2.4,,         105.3,         314.0,       2919.2,         542.3,       2208.4,         168.6
